property_id,lat,lng,addr_street,suburb,number_of_houses,number_of_units,municipality,population,aus_born_perc,median_income,median_house_price,lga,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag
94713,-37.923343,145.050533,120 Tucker Road,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19938,1.3378680481777276,32.0,1
94913,-37.926662,145.041409,164 Patterson Road,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19938,0.5480036752850378,32.0,1
95192,-37.929297,145.033664,22 Harding Street,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19938,0.48819584201652083,32.0,1
95970,-37.921626,145.039283,56 Mitchell Street,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19939,0.5090178710084045,30.0,1
95141,-37.915453,145.048537,20 Windsor Avenue,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19939,1.0370826259592318,30.0,1
94705,-37.919905,145.028133,12 Sunnyside Grove,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19939,0.8257697976552083,30.0,1
95639,-37.924503,145.044434,36 London Street,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19938,0.7903584222241958,32.0,1
94766,-37.926156,145.037789,136 Patterson Road,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19938,0.2324300411906599,32.0,1
94996,-37.917662,145.041494,183 Jasper Road,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19939,0.3959626914815839,30.0,1
96252,-37.93275,145.044503,8 Rosina Street,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19937,0.7047046871318788,34.0,1
95977,-37.919606,145.045286,564 Centre Road,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19939,0.7675016649209297,30.0,1
95487,-37.922957,145.0453,30 Higgins Road,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19938,0.8970025760870112,32.0,1
95868,-37.927029,145.03656,5 Ardwick Street,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19938,0.23007291972786667,32.0,1
96026,-37.918077,145.023955,6 Hardy Court,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19939,1.1474508890412942,30.0,1
94814,-37.926259,145.03872,144 Patterson Road,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19938,0.3109666675689613,32.0,1
95531,-37.916848,145.046495,31 The Highway,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19939,0.8367253703847524,30.0,1
95184,-37.927248,145.046325,218 Patterson Road,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19938,0.981361961617795,32.0,1
94860,-37.924943,145.041281,15 Vale Street,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19938,0.5107697083544885,32.0,1
95602,-37.922788,145.03636,35 Bendigo Avenue,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19938,0.27421230707290434,32.0,1
94485,-37.931783,145.042679,1 Rogers Road,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19937,0.5949101421831584,34.0,1
94786,-37.920289,145.034159,14 Mavho Street,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19939,0.4046003521778939,30.0,1
95513,-37.926387,145.033526,31 Coates Street,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19938,0.21937341427180831,32.0,1
95796,-37.924297,145.045105,43 London Street,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19938,0.8513353709547861,32.0,1
95257,-37.92824,145.042807,23A Fromer Street,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19938,0.7303537146015491,32.0,1
94584,-37.93147,145.035161,10 South Avenue,BENTLEIGH,5799.0,3228.0,Glen Eira,17630.0,72%,"$1,538","$1,649,200",HOBSONS BAY,19937,0.3495607568029795,34.0,1
47698,-37.814819,145.043364,1/287 Barkers Road,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19903,0.8714277792197892,14.0,1
48008,-37.81208,145.02487,18 High Street South,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19905,1.0986602866106698,10.0,1
48070,-37.812069,145.020955,2/6 Findon Crescent,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19905,1.0994883976749596,10.0,1
47748,-37.798943,145.034302,106 Peel Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19931,2.3030985737845144,28.0,1
48363,-37.805154,145.028964,37 Princess Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19905,1.9310103901952627,10.0,1
48370,-37.811554,145.028458,38 Denmark Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19905,1.243565318706991,10.0,1
47670,-37.812337,145.021785,1 Bowen  Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19905,1.060819067058475,10.0,1
48299,-37.796937,145.039254,31 Loch Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19931,2.180845490784573,28.0,1
47863,-37.812318,145.043583,13 May Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19903,1.1395839689375253,14.0,1
48515,-37.80542,145.032679,5 Peel Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19904,1.816629727954927,11.0,1
48068,-37.80941,145.046905,2/58 Davis Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19903,1.4488217065193323,14.0,1
47718,-37.807527,145.055473,10 Glendene Avenue,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19903,1.859442820296331,14.0,1
48557,-37.801447,145.037703,54 Derby Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19904,2.2313199558341816,11.0,1
48205,-37.801586,145.058595,28 First Avenue,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19903,2.573894931080881,14.0,1
48276,-37.809406,145.031763,3/7 Gellibrand Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19904,1.4041320037949032,11.0,1
48653,-37.801486,145.0334,67 Peel Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19904,2.240205062346066,11.0,1
48373,-37.799821,145.043132,38 Hartington Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19904,2.4804069474905384,11.0,1
48568,-37.80437,145.041001,56 Kent Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19904,1.9449983850119745,11.0,1
48457,-37.813432,145.042143,43 Edgevale Road,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19904,1.0254680270673846,11.0,1
48725,-37.800606,145.037773,74 Derby Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19904,2.3251285948188256,11.0,1
48564,-37.810127,145.02832,55 Denmark Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19905,1.3868205659366513,10.0,1
48288,-37.810366,145.022517,30 Miller Grove,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19905,1.2761363867447797,10.0,1
48191,-37.809113,145.048645,266 Cotham Road,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19903,1.4993086679395473,14.0,1
48762,-37.803977,145.022887,8 Yarra Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19905,1.9869001756068128,10.0,1
48308,-37.805179,145.04819,33 Adeney Avenue,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19903,1.9278773646014569,14.0,1
48383,-37.812505,145.020768,39 Barkers Road,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19905,1.0543688300688938,10.0,1
48680,-37.802695,145.040172,7 Gladstone Street,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19904,2.1152582706208833,11.0,1
47954,-37.803423,145.057531,16 Goldthorns Avenue,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19903,2.3490656560632357,14.0,1
48012,-37.798972,145.039177,18 Park Crescent,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19931,2.394390729857246,28.0,1
48474,-37.807083,145.022931,45 Studley Park Road,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19905,1.6411514638330158,10.0,1
48793,-37.811343,145.037831,886 Glenferrie Road,KEW,8044.0,6097.0,Boroondara,21677.0,73%,"$2,022","$2,332,200",SOUTH GIPPSLAND,19904,1.1335847235829355,11.0,1
60300,-37.817932,145.207199,8 Walter Street,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19901,0.5029571063461835,32.0,1
59875,-37.812736,145.193143,346 Mitcham Road,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19900,0.5960126992544325,30.0,1
59207,-37.817489,145.206592,1 Walter Street,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19901,0.5668301040770028,32.0,1
59517,-37.805771,145.198918,19 Beaufort Street,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19900,1.4930194494213673,30.0,1
59775,-37.808813,145.195852,2A Rye  Street,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19900,1.0790925980529134,30.0,1
59815,-37.822424,145.195583,3/53 Percy Street,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19900,0.5849639157460185,30.0,1
60105,-37.828268,145.193434,55 Rosstrevor Crescent,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19900,1.1491034605413517,30.0,1
60116,-37.827254,145.202633,58 Orient Avenue,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19901,1.2895560234746684,32.0,1
59391,-37.821963,145.189948,13 Madison Boulevard,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19900,0.47472906331606335,30.0,1
59346,-37.812369,145.196858,12 Burnett Street,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19900,0.7607867803680777,30.0,1
60122,-37.810663,145.202284,6  Omega Court,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19900,1.2210560558500951,30.0,1
59260,-37.819924,145.203,1/6 Lake Avenue,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19901,0.8682179623218595,32.0,1
60344,-37.822931,145.198167,9 Sunshine Avenue,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19900,0.7724614546689941,30.0,1
59796,-37.821453,145.209244,3 Patrick Court,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19901,0.42207718386733084,32.0,1
59439,-37.813011,145.19072,15 Deakin Street,MITCHAM,5802.0,3089.0,Whitehorse,14482.0,76%,"$1,424","$1,128,700",PORT PHILLIP,19900,0.5672616066532186,30.0,1
34246,-37.719426,145.014612,20 Howard Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,0.7278571910419935,39.0,1
35020,-37.719921,145.017395,47 Acheron Avenue,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,0.9760806874585767,39.0,1
35665,-37.706563,145.01843,84 Miranda Road,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,0.7989182187408941,40.0,1
35807,-37.706323,145.020722,97 St Vigeons Road,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,1.0022828666710097,40.0,1
34484,-37.694813,145.006724,27 Mahoneys Road,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20008,0.45453586022686054,43.0,1
34390,-37.706471,145.000022,24 Elliot Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,0.8511186344954326,40.0,1
35094,-37.725609,144.990631,5 Knox Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,1.113314601254498,36.0,1
35563,-37.720283,145.009225,77 Delaware Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,0.42616174831759696,39.0,1
33535,-37.710627,145.00647,10 O'Connor Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,0.4053425628412493,40.0,1
34537,-37.720814,145.013565,29 Delaware Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,0.7251856407958319,39.0,1
33880,-37.70557,145.011688,15 Fyfe Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,0.32201435431329145,40.0,1
35597,-37.725885,144.986459,8 Cool Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,1.4634078445246053,36.0,1
35794,-37.719056,145.007859,95 Howard Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,0.2533490707431542,39.0,1
33842,-37.731975,145.034124,14 Seston Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,2.7887034118987186,36.0,1
35280,-37.722758,145.002752,6 Berwick Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,0.6283621764263285,36.0,1
35150,-37.729445,145.030662,52 Andrews Avenue,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,2.4581906523312904,36.0,1
35076,-37.71611,145.020645,5 Dunolly Crescent,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,1.2050056366383077,39.0,1
33452,-37.712506,145.024182,1/38 Clements Grove,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,1.3896562783949549,40.0,1
34902,-37.712376,145.013751,4/64-66 Orrong Avenue,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,0.622564014046289,40.0,1
33960,-37.72433,145.001405,163 Spring Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,0.46908577728778766,36.0,1
35432,-37.726898,145.007917,68 Queen Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,0.4829179637511025,36.0,1
34605,-37.72914,144.995743,3 Monash Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,0.6243174606354144,36.0,1
34608,-37.724438,144.98703,3 Nocton St,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,1.454638788371386,36.0,1
33647,-37.703384,145.016697,113 Cheddar Road,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,0.8076753436324035,40.0,1
34818,-37.701519,145.029244,38 Invermay Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20008,1.6987753854106706,43.0,1
35806,-37.723206,145.016773,97 North Road,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,1.1118812181259132,39.0,1
35070,-37.728416,144.994125,5 Crispe Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,0.7613229940499409,36.0,1
34687,-37.71479,145.017056,32 Lane Crescent,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,0.9160579928440091,39.0,1
34144,-37.719852,144.990402,2 Bonview Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,1.446458939137157,36.0,1
34997,-37.726828,145.014141,45 Oakhill Avenue,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,1.0161563941633576,36.0,1
34099,-37.701611,145.015243,19 Harmer Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20008,0.806571533430255,43.0,1
34667,-37.721172,144.989517,31 Kingsley Road,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,1.417722252900073,36.0,1
34188,-37.718029,144.994927,2 Spratling Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,1.0703355685566553,39.0,1
33343,-37.729038,145.036484,1 Autumndale Avenue,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,19983,2.895136342007221,38.0,1
35216,-37.731452,145.033454,56 Blake Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,2.722471514961893,36.0,1
34060,-37.722572,145.019623,18 Shand Road,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,1.279463463143258,39.0,1
34810,-37.726154,144.995027,38 Crispe Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,0.7264451064886802,36.0,1
35645,-37.716467,145.024317,80 Winter Crescent,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,1.525922578062855,39.0,1
35279,-37.718328,145.010522,6 Bernard Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,0.34959361247772225,39.0,1
34034,-37.721726,144.990798,18 Carrington Road,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,1.2899617506034873,36.0,1
34731,-37.704424,145.026055,34 Banff Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,1.5069754053159918,40.0,1
34890,-37.70866,145.011291,4 Suffolk Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,0.17782684526603754,40.0,1
35168,-37.720177,144.987747,53 Kia-Ora Road,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,1.6089465770586053,36.0,1
35081,-37.724185,144.996615,5 Gilbank Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,0.7171897740193925,36.0,1
34312,-37.720848,145.003296,213 Spring Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,0.5484257407750159,39.0,1
34452,-37.72633,145.019943,26 Home Street,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20011,1.5292849219463531,36.0,1
33483,-37.709128,145.025537,1/89 Purinuan Road,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,1.4174938603448997,40.0,1
34557,-37.727004,145.026637,2A Dorrington Avenue,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,2.063910128297495,39.0,1
35568,-37.707718,144.997541,78 Broadhurst Avenue,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,1.054851152067496,40.0,1
33875,-37.717374,145.018901,15 Cuthbert Road,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20010,1.04973938738487,39.0,1
33915,-37.707447,144.989564,159 Broadhurst Avenue,RESERVOIR,16913.0,8713.0,Darebin,45591.0,63%,$972,"$861,800",EAST GIPPSLAND,20009,1.7578944860779129,40.0,1
71058,-37.86486,145.226388,11 Raheen Avenue,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,4.369551028026907,37.0,1
71485,-37.860465,145.228795,37 Crestdale Road,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,3.8368877094571348,37.0,1
71706,-37.859287,145.223998,6 Nina Place,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,3.891886920882512,37.0,1
71274,-37.853475,145.238226,20 Amesbury Ave,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,2.8546789517272435,37.0,1
71120,-37.861496,145.216969,13 The Grange,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,4.417830375280642,37.0,1
71130,-37.846772,145.240763,14 Dunbarton Drive,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,2.0806554025491693,37.0,1
71273,-37.849282,145.241879,2/40 Dunbarton Drive,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,2.345009443370374,37.0,1
70980,-37.852779,145.220324,1/1 Koomba Road,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,3.4567840769209366,37.0,1
71648,-37.86523,145.236491,53 Alderford Drive,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19870,3.81832356241682,41.0,1
71243,-37.85671,145.225899,2 Clearview Drive,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,3.5602726955098007,37.0,1
71684,-37.859466,145.238749,6 Cherrington Square,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19870,3.2511860041431566,41.0,1
71579,-37.852321,145.230163,46 Ainsdale Avenue,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,2.9559349977483964,37.0,1
71613,-37.852596,145.237732,5 Eton Square,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,2.7678924109970375,37.0,1
71692,-37.860301,145.23235,6 Elandra Court,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,3.717952475003265,37.0,1
71558,-37.858838,145.22644,42 Amersham Drive,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,3.751662233930415,37.0,1
71068,-37.866707,145.231598,110 Alderford Drive,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19870,4.2478168835065,41.0,1
71335,-37.859921,145.231522,25 Saxon Avenue,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,3.6993211832507553,37.0,1
71606,-37.86114,145.231272,5 Cavendish Avenue,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,3.8352484679699206,37.0,1
71568,-37.85401,145.222677,44 Freshfield Avenue,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,3.446117777950871,37.0,1
71314,-37.84221,145.225025,22A Clarence Road,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,2.3104370437522164,37.0,1
71756,-37.858623,145.239976,7 Deauville Court,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19870,3.108537686374609,41.0,1
71585,-37.862383,145.21909,47 Milpera Cresent,WANTIRNA,4861.0,1165.0,Knox,31889.0,70%,"$1,463","$1,071,300",CENTRAL GOLDFIELDS,19871,4.403030198762376,37.0,1
